id_noticia,diario,seccion,fecha,texto,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,matcheos
16,17,perfil,policiales,"El fiscal Marcelo Domínguez solicitó este lunes 11 de septiembre ante el juez de Garantías 4 de Lomas de Zamora, Sebastián Monelos, que sean procesados con prisión preventiva los siete detenidos en la causa que investiga el crimen de Pérez Algaba, entre ellos Pilepich y Vargas, quienes se acusaron entre sí de haber sido los autores del crimen. Fernando Pérez Algaba Crimen del empresario: acusaciones, roles y el cruento relato del último sospechoso detenido La declaración de Maximiliano Pilepich: “Este hijo de p... no daba para más” En su primera declaración ante el fiscal Marcelo Domínguez, Pilepich reconoció que el episodio ocurrió en el emprendimiento inmobiliario Renacer de General Rodríguez, consignó Télam de fuentes judiciales. El 18 de julio pasado, dijo, cuando se hallaban en una de las oficinas de Renacer, observó a Vargas “desencajado con una pistola en la mano” y que le dijo “este hijo de puta no daba para más”, en referencia a “Lechuga” Pérez Algaba, a quien vio tirado en el piso ya sin vida. Pilepich fue trasladado esta mañana desde la cárcel de Melchor Romero ante el fiscal Domínguez para ser indagado, en la que aseguró que ""no tenía ninguna deuda económica con Pérez Algaba"" y que el crimen lo cometió Vargas por celos, ya que -según le contó éste- la víctima le dijo que mantenía relaciones sexuales con una expareja suya y hasta le mostró una foto en su teléfono celular. El empresario descuartizado tenía 200 mensajes con amenazas y deudas de más de 3 millones de dólares ""Fernando estaba cambiando unas lamparitas y (Vargas) le pegó dos o tres tiros, no sé dónde se los pegó. Dijo que se le había nublado la vista y le disparó"", aseguró el empresario de la construcción. En relación al arma utilizada en el crimen, Pilepich dijo que esa pistola calibre 9 milímetros estaba en poder de Pérez Algaba y que Vargas se la arrebató de la cintura mientras cambiaba las lamparitas. El imputado agregó que ""cuando recibió los disparos, Fernando saltó y atravesó una ventana y quedó tirado a unos metros de la casa"". Vargas, luego, lo tapó “con una chapa o una puerta”, según dijo Pilepich, quien sostuvo que “se arrodilló en el pasto y se agarró la cabeza” ya que “no entendía lo que había pasado”. Fernando Pérez Algaba Cómo intentaron encubrir el crimen, según el relato de Pilepich Pilepich relató que cuando Vargas le preguntó qué iban a hacer con el cuerpo de Pérez Algaba, éste recordó que Luis Contrera, alias ""Chicho"" (también detenido por el caso), a quien conocía de haberle comprado repuestos de vehículos, le dijo “si alguna vez te pasa algo, tenés que hacer desaparecer a alguien, contá conmigo"", por lo que decidieron llevar los restos hasta Ingeniero Budge. Una vez allí, Pilepich sostuvo que Contrera “se encargaría de Fernando, del (Volkswagen) Polo –con el que trasladaron el cuerpo- y de la pistola” utilizada para matar al empresario, y a cambio de ello le pagarían 500 mil pesos. Lo curioso es que Vargas, en su indagatoria del 18 de agosto pasado, había acusado de manera directa a Pilepich de haber asesinado por la espalda a la víctima y que, tras el crimen, el homicida le había dicho ""Ya está, no aguantaba más, hay límites"", en referencia a las exigencias de una deuda por parte de Pérez Algaba de unos 150.000 dólares y que lo extorsionaba. De acuerdo a la información de las fuentes judiciales, ambos detenidos utilizaron un vocabulario parecido y hasta mencionaron las mismas palabras para incriminarse mutuamente. Nahuel Vargas . Caso Pérez Algaba: liberaron a la mujer trans que estaba detenida por el crimen del empresario La hipótesis de la fiscalía sobre el crimen de “Lechuga” Pérez Algaba El fiscal Domínguez estableció en su investigación que Pilepich citó a Pérez Algaba para encontrarse en el predio Renacer de General Rodríguez el 18 de julio pasado por la tarde, y hasta allí concurrió la víctima junto a Vargas en una camioneta Range Rover Evoque blanca. Según la pesquisa, ""Lechuga"" iba a cobrar una deuda de 50 mil dólares que mantenía con Pilepich, quien llegó al lugar a bordo de una camioneta Mercedes Benz G500. Para los investigadores, tras el crimen, los homicidas demolieron la construcción donde se cometió, por lo que el fiscal Domínguez dispuso un rastrillaje en el cual se incautó una hoja de sierra tipo amoladora dentada, tres guantes de nitrilo, un clavo con manchas hemáticas y otras cinco muestras similares en un pedazo de escombro, que presuntamente pertenecía a un piso. Fernando Pérez Algaba. El fiscal Domínguez solicitó este lunes que los siete detenidos sean procesados por el delito de ""homicidio cuádruplemente agravado por el uso de arma, alevosía, codicia y el concurso premeditado de dos o más personas"", en perjuicio de ""Lechuga"", el cual prevé en un futuro juicio oral la pena de prisión perpetua. Respecto a Vargas, Pilepich, Bomrad y Contrera, el fiscal pidió que también sean procesados por ""falso testimonio"" y fueron excarceladas Alma Nicol Chamorro, hermana de Contrera y primera detenida en la causa; y Gladys Cristaldo, la mujer dueña de la casa donde fue hallado Pilepich tras permanecer varios días prófugo. En el escrito de 66 páginas, al que tuvo acceso la agencia Télam, Domínguez solicitó la inhibición general de sus bienes y que continúen alojados en unidades carcelarias del Servicio Penitenciario Bonaerense (SPB). Para el Ministerio Público, el crimen del empresario Pérez Algaba fue cometido por una deuda de 50.000 dólares y 17 terrenos que el imputado Pilepich debía entregarle a la víctima.","fiscal-4,lunes-43,septiembre-55,juez-74,prisión-157,causa-202,crimen-225,autor-327,crimen-339,empresario-380,acusación-392,rol-405,relato-424,sospechoso-442,declaración-465,hijo-508,declaración-553,fiscal-573,episodio-625,emprendimiento-648,fuente-724,julio-753,oficina-806,pistola-865,mano-879,hijo-905,puta-913,referencia-940,piso-1002,vida-1014,mañana-1049,cárcel-1065,fiscal-1098,deuda-1174,crimen-1217,celo-1246,víctima-1285,relación-1314,expareja-1342,foto-1378,teléfono-1389,empresario-1410,mensaje-1445,amenaza-1458,deuda-1469,millón-1488,dólares-1500,lamparita-1540,tiro-1581,vista-1645,empresario-1677,construcción-1694,relación-1711,arma-1723,crimen-1744,pistola-1774,calibre-1782,milímetro-1792,poder-1813,cintura-1869,lamparita-1899,imputado-1914,disparo-1954,ventana-1994,metro-2024,casa-2037,chapa-2076,puerta-2088,pasto-2156,cabeza-2177,crimen-2277,relato-2294,cuerpo-2383,alias-2439,caso-2479,repuesto-2522,vehículo-2535,vez-2565,resto-2671,vez-2705,cuerpo--2822,pistola-2838,empresario-2871,cambio-2887,pesos-2922,indagatoria-2961,agosto-2983,manera-3015,espalda-3067,víctima-3080,crimen-3103,homicida-3114,límite-3170,referencia-3183,exigencia-3200,deuda-3218,parte-3228,dólares-3266,acuerdo-3300,información-3313,fuente-3332,detenido-3358,vocabulario-3382,palabra-3434,mujer-3523,crimen-3562,empresario-3573,hipótesis-3587,fiscalía-3603,crimen-3621,fiscal-3657,investigación-3691,predio-3761,julio-3806,tarde-3826,víctima-3859,camioneta-3889,pesquisa-3935,deuda-3972,dólares-3988,lugar-4038,bordo-4046,camioneta-4059,investigador-4098,crimen-4122,homicida-4134,construcción-4158,fiscal-4203,rastrillaje-4231,hoja-4269,tipo-4284,guant-4313,nitrilo-4324,clavo-4336,mancha-4346,muestra-4378,pedazo-4403,escombro-4413,piso-4457,fiscal-4489,lunes-4520,detenido-4540,delito-4573,homicidio-4584,uso-4625,arma-4632,alevosía-4638,codicia-4648,concurso-4661,persona-4695,perjuicio-4709,juicio-4760,pena-4775,prisión-4783,respecto-4801,fiscal-4852,testimonio-4904,hermana-4959,causa-5004,mujer-5034,casa-5052,día-5107,escrito-5127,página-5141,acceso-5162,agencia-5172,inhibición-5209,bien-5235,unidad-5270,crimen-5367,empresario-5378,deuda-5423,dólares-5439,terreno-5452,imputado-5468,víctima-5508","preventivo-165,detenido-186,cruento-416,último-435,detenido-453,primero-545,inmobiliario-663,judicial-732,pasado-759,desencajado-845,”-961,tirado-989,económico-1180,sexual-1325,celular-1398,descuartizado-1421,utilizado-1728,tirado-2010,detenido-2463,utilizado-2847,curioso-2932,pasado-2990,directo-3022,judicial-3340,parecido-3394,trans-3529,detenido-3546,”-3639,pasado-3812,junto-3867,blanco-3918,sierra-4277,amoladoro-4289,dentado-4299,hemática-4354,similar-4387,agravado-4609,premeditado-4670,futuro-4753,oral-4767,perpetuo-4791,falso-4898,excarcelada-4925,primero-4981,detenido-4989,dueño-5040,prófugo-5112,general-5220,alojado-5258,carcelaria-5279","solicitar-29,procesar-142,investigar-212,acusar-291,dar-524,reconocer-608,ocurrir-634,consignar-706,decir-767,hallar-783,observar-827,decir-894,dar-921,ver-985,trasladar-1033,indagar-1124,asegurar-1144,tener-1160,cometer-1227,contar-1270,decir-1296,mantener-1305,mostrar-1367,tener-1435,cambiar-1525,pegar-1565,saber-1591,pegar-1607,decir-1613,nublar-1634,disparar-1656,asegurar-1666,decir-1761,arrebatar-1854,cambiar-1886,agregar-1923,recibir-1942,saltar-1973,atravesar-1981,quedar-2004,tapar-2062,decir-2103,sostener-2124,arrodillar-2140,agarrar-2167,entender-2196,pasar-2218,intentar-2254,encubrir-2265,relatar-2322,preguntar-2350,hacer-2370,recordar-2412,conocer-2494,haber él-2505,comprar-2513,decir-2549,pasar-2572,tenés-2583,hacer-2593,desaparecer-2599,cont-2622,decidir-2649,llevar-2660,sostener-2724,encargar-2749,trasladar-2807,matar-2862,pagar-2905,acusar-3004,asesinar-3050,decir-3132,estar-3142,aguantar-3151,extorsionar-3283,utilizar-3368,mencionar-3411,incriminar él-3448,liberar-3508,establecer-3674,citar-3718,encontrar él-3743,concurrir-3846,cobrar-3961,mantener-4000,llegar-4029,demoleír-4144,cometer-4180,disponer-4220,incautar-4257,pertenecer-4441,solicitar-4506,procesar-4555,prever-4741,pedir-4859,procesar-4882,hallar-5067,permanecer-5089,tener-5157,solicitar-5197,continúar-5248,cometer-5406,entregar él-5492","Marcelo Domínguez-11,Sebastián Monelos-114,Pérez-235,Pilepich-261,Vargas-272,Fernando Pérez Algaba Crimen-347,Marcelo Domínguez-580,Pilepich-599,Télam-715,Vargas-837,puta-913,Lechuga” Pérez Algaba-954,Pilepich-1020,Melchor Romero-1075,Domínguez-1105,Pérez-1194,Vargas-1235,Fernando-1509,Vargas-1554,Pilepich-1752,Pérez Algaba-1822,Vargas-1841,Fernando-1964,Vargas-2044,Pilepich-2108,Fernando Pérez Algaba Cómo-2227,Pilepich Pilepich-2304,Vargas-2340,Pérez-2393,Luis Contrera-2424,Ingeniero Budge-2684,Pilepich-2715,Contrera-2736,Fernando-2763,Vargas-2947,Pilepich-3032,Pérez Algaba-3237,Nahuel Vargas-3473,Caso Pérez-3489,Domínguez-3664,Pilepich-3709,Pérez Algaba-3725,Vargas-3875,Pilepich-4013,Domínguez-4210,Fernando Pérez Algaba-4463,Respecto-4801,Alma Nicol Chamorro-4938,Contrera-4970,Gladys Cristaldo-5013,Domínguez-5187,Pérez Algaba-5389",Servicio Penitenciario Bonaerense-5295,"Garantías-82,Lomas de Zamora-97,Renacer-818,Volkswagen) Polo-2778,Renacer de General Rodríguez-3768,Vargas-4812,Pilepich-4820,Bomrad-4830,Contrera-4839,Pilepich-5075,Ministerio Público-5344,Pilepich-5477","crimen,delito,homicidio,detenidos,cárcel,prisión"
68,69,infobae,internacio,"Quito, 11 sep (EFE).- Las Fuerzas Armadas de Ecuador recibieron este lunes los primeros veinte vehículos tácticos Cobra II adquiridos a la empresa turca Otokar, con la misión principal de reforzar las operaciones contra el crimen organizado, el narcotráfico y la inseguridad ciudadana. Durante la entrega de los vehículos, celebrada en Quito en la antigua Base Aérea, el presidente de Ecuador, el conservador Guillermo Lasso, anticipó que quince vehículos tácticos tipo Ural de Otokar llegarán a finales de octubre y que ya han sido ejecutados los procesos para adquirir 137 vehículos blindados adicionales de fabricación israelí. Semanas atrás también se entregaron veinte blindados multipropósito y 42 camionetas todoterreno. El jefe del Comando Conjunto de las Fuerzas Armadas, Nelson Proaño, explicó que los vehículos tácticos cuentan con características técnicas superiores en movilidad, mayor protección balística contra minas y capacidad de carga útil. Estas unidades, con capacidad para transportar a once soldados armados y equipados, poseen un blindaje contra proyectiles o dispositivos explosivos improvisados, y están equipados con una ametralladora de calibre 12,7 milímetros y un sistema de visión nocturna para operar en la noche. Estas adquisiciones se realizaron con el presupuesto anual de 429 millones de dólares anuales designado por su administración para modernizar el equipamiento de las Fuerzas Armadas, como el proceso iniciado recientemente para incorporar cinco helicópteros multipropósito. Otras compras que ya se ejecutaron fueron la adquisición de motocicletas, 5.775 kit de cascos, chalecos antibalas y fusiles, 500 paracaídas de varios tipos, equipos de telecomunicaciones, construcción de infraestructura y campamentos móviles. Lasso recordó que a esta modernización del equipamiento militar de Ecuador se suma un convenio de cooperación suscrito por su Gobierno con el Departamento de Defensa de los Estados Unidos. Con ese documento pretende aplicar un plan de mejoras continua de las Fuerzas Armadas, con más de 160 objetivos y cuyo cumplimiento “implicará importantes desembolsos económicos en los próximos años”, señaló el mandatario.","sep-11,lunes-70,vehículo-96,empresa-140,misión-169,operación-202,crimen-224,narcotráfico-246,inseguridad-264,entrega-298,vehículo-313,presidente-372,vehículo-447,tipo-466,finales-497,octubre-508,proceso-549,vehículo-576,fabricación-611,semana-632,multipropósito-685,camioneta-705,jefe-732,vehículo-813,característica-844,movilidad-883,protección-900,mina-928,capacidad-936,carga-949,unidad-967,capacidad-981,soldado-1015,blindaje-1055,proyectil-1071,dispositivo-1085,ametralladora-1149,calibre-1166,milímetro-1179,sistema-1195,visión-1206,noche-1240,adquisición-1253,presupuesto-1288,millón-1313,dólares-1325,administración-1358,equipamiento-1392,proceso-1437,helicóptero-1490,compra-1525,adquisición-1564,motocicleta-1579,kit-1599,casco-1606,chaleco-1614,antibala-1623,fusil-1635,paracaída-1648,tipo-1669,equipo-1676,telecomunicación-1687,construcción-1707,infraestructura-1723,campamento-1741,modernización-1787,equipamiento-1805,convenio-1848,cooperación-1860,documento-1959,plan-1989,mejora-1997,objetivo-2053,cumplimiento-2070,desembolso-2106,año-2145,mandatario-2162","primero-80,táctico-106,adquirido-124,turco-148,principal-176,organizado-231,ciudadano-276,celebrado-324,antiguo-349,conservador-398,táctico-457,blindado-586,adicional-596,israelí-623,blindado-675,todoterreno-716,táctico-823,técnico-860,superior-869,mayor-894,balístico-911,útil-955,armado-1024,equipado-1034,explosivo-1098,improvisado-1109,equipado-1131,nocturno-1213,anual-1300,anual-1333,designado-1341,iniciado-1445,multipropósito-1503,móvil-1753,militar-1818,suscrito-1872,continuo-2005,importante-2094,económico-2118,próximo-2136","recibir-54,reforzar-189,anticipar-427,llegar-486,ejecutar-534,adquirir-563,entregar-657,explicar-797,contar-832,transportar-996,poseer-1045,operar-1227,realizar-1270,modernizar-1378,incorporar-1473,ejecutar-1543,recordar-1768,sumar-1840,pretender-1969,aplicar-1978,implicar-2084,señalar-2152","Guillermo Lasso-410,Nelson Proaño-782,Lasso-1762","Fuerzas Armadas de Ecuador-27,Fuerzas Armadas-1412,Departamento de Defensa de los Estados Unidos-1904,Fuerzas Armadas-2021","Quito-1,Otokar-154,Quito-337,Base Aérea-357,Ecuador-386,Ural-471,Ecuador-1829,Gobierno-1888","inseguridad,crimen,narcotráfico,narco"
92,93,infobae,internacio,"Al menos dos personas han fallecido y siete han resultado heridas de bala este lunes en la provincia de Saraya, sureste de Senegal, tras la represión policial contra los asistentes a una manifestación en protesta por una reforma sobre la contratación minera. La protesta ha tenido lugar en el municipio de Khossanto, en la provincia de Saraya, donde las fuerzas de seguridad han detenido a al menos 37 personas, según ha recogido la agencia de noticias senegalesa APS. El alcalde de Khossanto, Mahamady Sissoko, ha pedido calma y serenidad, instando a la población a que se queden en sus domicilios para evitar enfrentamientos con las fuerzas de seguridad. ""Los gendarmes siguen deteniendo a personas directamente en sus casas. Pero las detenciones continúan. Lo cual no es normal"", ha afirmado Sissoko, que perdió a su propio hermano en las manifestaciones registradas. Varias ONG, incluida Amnistía Internacional, han condenado la represión y han pedido ""la apertura de una investigación independiente e imparcial"" por la ""violenta represión"" de una manifestación de la población que denunciaba la modificación de un decreto de la prefectura que establece la composición y el funcionamiento de las comisiones de contratación por parte de las empresas mineras de obra local no cualificada. Esta modificación da ventaja a la administración territorial en materia de reclutamiento en detrimento de los jefes de aldea que presidían estas comisiones.","persona-14,bala-70,lunes-80,provincia-92,sureste-113,represión-141,asistente-171,manifestación-188,protesta-205,reforma-222,contratación-239,protesta-263,lugar-282,municipio-294,provincia-324,fuerza-355,seguridad-366,persona-403,agencia-434,noticia-445,alcalde-473,calma-523,serenidad-531,población-556,domicilio-589,enfrentamiento-612,fuerza-636,seguridad-647,gendarm-663,persona-693,casa-722,detención-738,hermano-828,manifestación-843,represión-934,apertura-961,investigación-977,represión-1035,manifestación-1053,población-1073,modificación-1101,decreto-1120,prefectura-1134,composición-1162,funcionamiento-1179,comisión-1201,contratación-1215,parte-1232,empresa-1245,obra-1265,modificación-1297,ventaja-1313,administración-1326,materia-1356,reclutamiento-1367,detrimento-1384,jefe-1402,aldea-1411,comisión-1437","herido-59,policial-151,minero-252,senegalés-454,normal-775,registrado-859,incluido-884,independiente-991,imparcial-1007,violento-1026,minero-1254,local-1270,cualificado-1279,territorial-1341","fallecer-27,resultar-49,tener-275,detener-380,recoger-422,pedir-516,instar-542,quedar-575,evitar-605,seguir-673,detener-680,continúar-750,afirmar-787,perder-809,condenar-921,pedir-950,denunciar-1087,establecer-1149,dar-1310,presidir-1421",Sissoko-796,"APS-465,Amnistía Internacional-893","provincia de Saraya-92,Senegal-124,Khossanto-307,provincia de Saraya-324,Mahamady Sissoko-495","policial,gendarme,prefectura,denuncia"
108,109,infobae,internacio,"Lima, 12 sep (EFE).- La presidenta de Perú, Dina Boluarte, reportó el decomiso de 56 toneladas de drogas y la desarticulación de 80 organizaciones criminales, además de la detención de 110 personas buscadas por la justicia, al presentar un balance de su gestión que empezó el 7 de diciembre del 2022. En rueda de prensa desde el Palacio de Gobierno, Boluarte declaró que su gobierno es y será ""firme en la lucha contra el narcoterrorismo"", que recientemente provocó la muerte de cuatro militares en el Valle de los ríos Apurímac, Ene y Mantaro (Vraem). ""No vamos a claudicar en esa lucha, ni en la tarea de velar por la seguridad"" de los ciudadanos, anotó la mandataria. En ese sentido, anunció que las fuerzas de seguridad han decomisado 56 toneladas de drogas, han desarticulado a 80 organizaciones criminales, a las que han incautado 174 armas y también se ha logrado la captura de 110 personas buscadas por la justicia, aunque no precisó el periodo de tiempo de esas acciones. ""Hemos dispuesto la permanente presencia policial en el emporio comercial de Gamarra (en Lima) y estamos a la espera de que el Congreso apruebe la solicitud de facultades legislativas para tener mejores herramientas contra las llamadas extorsivas y desarticular a las organizaciones criminales"", expresó Boluarte. Los empresarios de Gamarra se movilizaron la semana pasada pidiendo medidas de seguridad contra los robos que sufren sus compradores en esa zona y las llamadas telefónicas con fines de extorsión son una modalidad criminal que se ha incrementado en los últimos meses en Perú. Por otro lado, la jefa de Estado informó que se ha protegido a 55.000 menores de edad, víctimas de violencia o huérfanos, con una asistencia económica. Asimismo, informó que el Ministerio de Salud ha alcanzado la meta de vacunar contra la polio y el sarampión a más de un millón de niños menores de cinco años En vista al próximo fenómeno del Niño global, Boluarte confirmó la transferencia de 3.927 millones de soles (1.056 millones de dólares o 987 millones de euros) para la atención de la emergencia climática, que incluye la compra de 200 maquinarias para la limpieza del cauce de los ríos. Los damnificados de las lluvias de este año han recibido 2.600 toneladas de ayuda humanitaria, indicó la presidenta y ahora se trabaja en el abastecimiento de los almacenes de Defensa Civil para estar preparados para el evento de fines de año. Durante el informe de avance de gestión, Boluarte también destacó que ""el Perú está de vuelta en los escenarios internacionales"", después de haber acudido a la Cumbre Amazónica en Brasil, donde sostuvo una reunión con el presidente brasileño, Luiz Inácio Lula da SIlva. También destacó la firma de una hoja de ruta para fortalecer las relaciones bilaterales con el primer ministro de Japón, Fumio Kishida, en un encuentro virtual a propósito de la celebración de los 150 años de establecimiento de las relaciones diplomáticas entre ambos países. Boluarte invocó a la unidad nacional como ""factor primordial"" para trazar el desarrollo del país, y aseguró que su gobierno mantiene ""las puertas abiertas para ese abrazo fraterno"", siete meses después de las manifestaciones de protesta que pedían su renuncia y en las que murieron 49 personas en enfrentamientos con las fuerzas de seguridad.EFE mmr/gdl/alf (vídeo)","sep-10,presidenta-25,decomiso-71,tonelada-86,droga-99,desarticulación-111,organización-133,detención-173,persona-190,justicia-215,balance-241,gestión-255,diciembre-282,rueda-305,prensa-314,gobierno-375,lucha-407,narcoterrorismo-423,muerte-470,militar-487,río-516,lucha-583,tarea-599,seguridad-621,ciudadano-639,mandataria-660,sentido-679,fuerza-704,seguridad-715,tonelada-743,droga-756,organización-787,arma-842,captura-875,persona-890,justicia-915,periodo-946,tiempo-957,acción-972,presencia-1013,emporio-1038,espera-1092,solicitud-1129,facultad-1142,herramienta-1185,llamada-1209,organización-1250,empresario-1300,semana-1341,medida-1364,seguridad-1375,robo-1396,comprador-1417,zona-1436,llamada-1447,fin-1472,extorsión-1481,modalidad-1499,mes-1556,lado-1580,jefa-1589,edad-1652,víctima-1658,violencia-1670,asistencia-1701,meta-1784,polio-1810,sarampión-1821,millón-1843,niño-1853,año-1876,vista-1884,fenómeno-1901,transferencia-1948,millón-1971,soles-1983,millón-1996,dólares-2008,millón-2022,euros-2034,atención-2049,emergencia-2064,compra-2101,maquinaria-2115,limpieza-2135,cauce-2148,río-2161,lluvia-2191,año-2207,tonelada-2230,ayuda-2243,presidenta-2272,abastecimiento-2308,almacén-2330,evento-2387,fin-2397,año-2406,informe-2422,avance-2433,gestión-2443,vuelta-2498,escenario-2512,reunión-2617,presidente-2632,firma-2700,hoja-2713,ruta-2721,relación-2746,ministro-2783,encuentro-2823,propósito-2843,celebración-2859,año-2882,establecimiento-2890,relación-2913,país-2949,unidad-2978,factor-3000,desarrollo-3034,país-3049,gobierno-3072,puerta-3095,abrazo-3121,mes-3145,manifestación-3166,protesta-3185,renuncia-3208,persona-3242,enfrentamiento-3254,fuerza-3278,seguridad-3289,vídeo-3316","criminal-148,buscado-199,firme-395,criminal-802,buscado-899,permanente-1002,policial-1023,comercial-1046,legislativo-1153,mejor-1177,extorsiva-1218,criminal-1265,pasado-1348,telefónico-1456,criminal-1509,último-1548,otro-1575,menor-1641,huérfano-1682,económico-1712,menor-1859,próximo-1893,global-1919,climático-2075,damnificado-2171,humanitario-2249,preparado-2368,internacional-2523,brasileño-2643,bilateral-2757,primero-2776,virtual-2833,diplomático-2924,nacional-2985,primordial-3007,abierto-3103,fraterno-3128","reportar-60,presentar-228,empezar-267,declarar-360,provocar-459,claudicar-566,velar-608,anotar-651,anunciar-688,decomisar-729,desarticular-768,incautar-828,lograr-864,precisar-935,disponer-989,estar-1079,aprobar-1118,tener-1171,desarticular-1231,expresar-1278,movilizar-1326,pedir-1355,sufrir-1406,incrementar-1528,informar-1604,proteger-1622,informar-1733,alcanzar-1771,vacunar-1792,confirmar-1936,incluir-2090,recibir-2215,indicar-2262,trabajar-2294,destacar-2469,acudir-2558,sostener-2605,dar-2671,destacar-2689,fortalecer-2731,invocar-2966,trazar-3024,asegurar-3057,mantener-3081,pedir-3198,morir-3230","Dina Boluarte-45,Boluarte-351,Niño-1914,Boluarte-1927,Boluarte-2452,Luiz Inácio Lula da SIlva-2654,Boluarte-2957","Congreso-1109,Defensa Civil-2343,Fumio Kishida-2802,EFE-3299","Lima-1,Perú-39,Palacio de Gobierno-330,Valle de los ríos Apurímac-503,Ene-531,Mantaro-537,Vraem).-546,Gamarra-1059,Lima-1071,Perú-1565,Estado-1597,Ministerio de Salud-1748,el Perú-2482,Brasil-2591,Japón-2795","criminal,robo,narco,policial,violencia"
