id,fecha,cuenta,texto,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,matcheos
1644086307260362756,2023-04-06,Cristina Kirchner,"""Acabo de ver por televisión el operativo policial donde se detuvo a uno de los colectiveros que agredió salvajemente al ministro de Seguridad de PBA.\nMe dicen que se trató de un operativo conjunto de la policía de CABA con la Bonaerense. ¿Era necesaria la magnitud del operativo y… https://t.co/03dT473Stx""","televisión-18,operativo-32,colectiveros-80,ministro-121,policía-205,magnitud-258,operativo-271","policial-42,operativo-180,conjuntar-190,necesario-245","ver-10,detener-60,agredir-97,tratar-168,era-241","",ministro de Seguridad-121,"",policía
1622605622326792199,2023-02-06,Cristina Kirchner,"""También toda nuestra solidaridad con los familiares, amigos y amigas de Omar Menéndez, candidato ganador a la Alcaldía de Puerto López, asesinado el día de la elección. Horror y violencia política.""","solidaridad-22,familiar-42,amigo-54,amigo-63,candidato-88,día-150,elección-160,horror-170,violencia-179","ganador-98,político-189",asesinar-137,Omar Menéndez-73,"Alcaldía de Puerto López-111,Horror-170","",violencia
1616437333284491266,2023-01-20,Cristina Kirchner,"""Por si alguien faltaba en este verdadero escándalo, el fiscal que intervino fue… ¡Stornelli! procesado por espionaje ilegal e impulsor de la “Operación Puf”, donde buscó legitimar las escuchas ilegales de la cárcel de Ezeiza para salvarse de su participación en el D`Alessiogate.""","escándalo-42,fiscal-56,espionaje-108,impulsor-127,escuchar-185,cárcel-209,participación-246","verdadero-32,procesar-94,ilegal-118,ilegal-194","intervenir-67,buscar-165,legitimar-171,salvarse-231","","",Ezeiza-219,cárcel
1612555023363330063,2023-01-09,Cristina Kirchner,"""“Repudio sin peros (y memoria) sobre el intento de golpe de Estado en Brasil”. \nImperdible análisis de la inoculación del odio, el rol de los medios y su consecuencia inevitable: la violencia política. https://t.co/bHGsJ7fC5n""","pero-14,intentar-41,golpe-52,análisis-93,inoculación-108,odiar-124,rol-133,medio-144,consecuencia-156,violencia-184,https://t.co/bhgsj7fc5n-204","\nimperdible-80,inevitable-169,político-194","","","",Brasil-71,violencia
1612206253853528065,2023-01-08,Cristina Kirchner,"""Los discursos del odio en medios de comunicación y redes sociales, la estigmatización del que no piensa igual, hasta querer inclusive suprimir su vida y la violencia son el signo contemporáneo de las nuevas derechas. No basta con el imprescindible repudio o la necesaria condena…""","discurso-5,odiar-19,medio-27,comunicación-37,redar-52,estigmatización-71,vida-147,violencia-157,signar-174,derecho-208,repudiar-249,condenar-272","social-58,igual-105,contemporáneo-180,nuevo-201,imprescindible-234,necesario-262","pensar-98,querer-118,suprimir-135,ser-167,basto-221","","","",violencia
1595525714517843975,2022-11-23,Cristina Kirchner,"""Basta de violencia política https://t.co/5SM51tkqNh""",violencia-10,político-20,basta-1,"","","",violencia
1588668878204600320,2022-11-04,Cristina Kirchner,"""También es necesario un acuerdo democrático donde las diferencias no puedan ser solucionadas a través de la violencia: recuperar la capacidad de discutir sin agravios, sin violencia y con números. https://t.co/vbv0gHn6TW""","acordar-25,diferenciar-55,violencia-109,capacidad-133,agravio-159,violencia-173,número-189,https://t.co/vbv0ghn6tw-198","necesario-12,democrático-33","poder-70,ser-77,solucionar-81,recuperar-120,discutir-146","","","",violencia
1561861605704568835,2022-08-22,Cristina Kirchner,"""Son muy, pero muy violentos… y cuando son menos, la policía de Rodríguez Larreta se suma a la agresión contra mi persona. Nunca fueron ni serán democráticos.""","policía-53,agresión-95,personar-114","violento-19,democrático-145","son-1,ser-39,sumo-85,ser-129",Rodríguez Larreta-64,"","",policía
1633143941699715073,2023-03-07,Daniel Scioli 🇦🇷,"""El envío de Fuerzas Federales para reforzar el combate contra el narcotráfico, como la presencia de las Fuerzas Armadas con el fin de colaborar en la urbanización de barrios, va en esa dirección.""","enviar-4,combatir-48,narcotráfico-66,presenciar-88,urbanización-151,barrio-167,dirección-186","","reforzar-36,colaborar-135,ir-176","","Fuerzas Federales-13,Fuerzas Armadas-105","",narco
1633143171298340866,2023-03-07,Daniel Scioli 🇦🇷,"""Contra criminales y sicarios dispuestos a todo, dentro del marco de la Constitución, debemos enfrentarlos con el mayor vigor de la fuerza del Estado.""","criminal-8,sicario-21,marcar-60,vigor-120,forzar-132","disponer-30,mayor-114",enfrentarlos-94,"","","",criminal
1633137517301039106,2023-03-07,Daniel Scioli 🇦🇷,"""Mi respaldo y acompañamiento a las firmes decisiones del presidente @alferdez para el combate integral contra el flagelo del narcotráfico en Rosario.""","respaldar-4,acompañamiento-15,decisión-43,presidente-58,combatir-87,flagelar-114,narcotráfico-126","firme-36,integral-95","","","",Rosario-142,narco
1632010756404150273,2023-03-04,Daniel Scioli 🇦🇷,"""Jorge Rial me preguntó qué hay que hacer con los narcos en Rosario.\n\nQue quede claro: el narcotraficante es un mercader de la muerte. Hay que combatirlo con firmeza, utilizando todos los recursos humanos, logísticos, de inteligencia y las fuerzas nacionales y provinciales. https://t.co/GVXLVRvcKs""","narcos-50,narcotraficante-92,mercader-114,muerte-129,firmeza-160,recurso-190,inteligencia-223,fuerza-242","claro-82,humano-199,logístico-208,nacional-250,provincial-263,https://t.co/gvxlvrvcks-277","preguntar-15,hacer-36,quedar-76,combatirlo-145,utilizar-169",Jorge Rial-1,"","",narco
1612185620549345282,2023-01-08,Daniel Scioli 🇦🇷,"""Expreso mi más enérgico repudio a los actos de violencia institucional que se están llevando adelante en Brasilia contra los tres poderes.\n\nConfío en la experiencia del presidente @LulaOficial, quien restablecerá el orden democrático.""","repudiar-25,acto-39,violencia-48,poderes.\n\nconfío-131,experiencia-156,presidente-172,orden-219","enérgico-16,institucional-58,@lulaoficial-183,democrático-225","expreso-1,estar-79,llevar-85,restablecer-203","","",Brasilia-106,violencia
1596174401791488000,2022-11-25,Daniel Scioli 🇦🇷,"""Día Internacional para la Eliminación de las Violencias contra las Mujeres 👩‍🦰👩🏽‍🦱👱‍♀️👧🏻\n\nArgentina jerarquizó los temas de género creando el Ministerio de las Mujeres, Géneros y Diversidad, que tiene a la eliminación de las violencias por motivos de género como tema prioritario.""","‍-77,🏽‍-80,temer-118,género-127,eliminación-209,violencia-228,motivo-243,género-254,temer-266","🦱-82,🏻\n\nargentina-88,prioritario-271","🦰-78,jerarquizar-103,crear-134,tener-198","","","🏻\n\nArgentina-88,Ministerio de las Mujeres-145,Géneros y Diversidad-172",violencia
1534202049457491972,2022-06-07,Daniel Scioli 🇦🇷,"""🇦🇷🇧🇷│Brasil comenzó con los primeros cultivos de trigo HB4 resistente a la sequía creado por @BioceresCropS de Argentina.\n\nGracias al trabajo conjunto con @AgriculturaAR, @CancilleriaARG y @CONICETDialoga, logramos en 2021 que Brasil sea el primer país del mundo en aprobarlo.""","🇦-1,cultivo-38,trigo-50,sequía-76,trabajar-137,país-251,mundo-260","primero-29,resistente-60,crear-83,conjuntar-145,﻿1-244","🇷-2,🇧-3,🇷-4,comenzar-13,lograr-209,ser-237,aprobarlo-269",Argentina.\n\nGracias-112,"",Brasil-230,robar
1519417158945583104,2022-04-27,Daniel Scioli 🇦🇷,"""Me reuní con el ministro @andersongtorres, nos comunicamos con el ministro @FernandezAnibal quien además preside el Comité Latinoamericano de Seguridad Interior. Ambos acordaron encontrarse. El trabajo conjunto es fundamental para el combate del crimen transnacional en la región. https://t.co/Vp4zaDACQJ""","ministro-17,ministro-67,trabajar-195,combatir-235,crimen-247,región-274","conjuntar-203,fundamental-215,transnacional-254","comunicar-48,presidir-106,acordar-169,encontrarse-179,https://t.co/vp4zadacqj-282","",Comité Latinoamericano de Seguridad Interior-117,"",crimen
1649818198609461249,2023-04-22,Juan Grabois,"""Como dijo @carentepp, no se trata de estigmatizar a Rosario o decir que sólo ahí hay narcotráfico y violencia, sino de mirar a Rosario como un espejo de lo que puede pasar en todo el país en los próximos años si no avanzamos en las transformaciones necesarias.""","violencia-101,espejar-144,país-184,año-205,transformación-233","narcotráfico-86,próximo-196,necesario-250","decir-6,tratar-29,estigmatizar-38,decir-63,mirar-120,pasar-167,avanzar-216","","","Rosario-53,Rosario-128","narco,violencia"
1649818194872356864,2023-04-22,Juan Grabois,"""También estuvimos con Maria Angélica Gastaldi, ministra de la Corte Suprema de Justicia de Santa Fe, y hablamos específicamente sobre el rol de la justicia en el contexto de inseguridad en los barrios. https://t.co/lGhcxKcUTr""","ministro-48,rol-138,justicia-148,contexto-163,inseguridad-175,barrio-194","",hablar-104,Maria Angélica Gastaldi-23,"",Corte Suprema de Justicia de Santa Fe-63,inseguridad
1649818189612605443,2023-04-22,Juan Grabois,"""Además del libro, fuimos a Rosario a escuchar, comprender y ampliar la mirada sobre la seguridad y el narcotráfico para planificar posibles soluciones. Estuvimos en el barrio Los Pumitas, escuchando a las víctimas de la violencia y a quienes la resisten con organización popular. https://t.co/lu8tz2GIgl""","librar-12,mirar-72,seguridad-88,narcotráfico-103,solucionar-141,barrio-169,víctima-206,violencia-221,organización-259","posible-132,popular-272","ser-19,escuchar-38,comprender-48,ampliar-61,planificar-121,escuchar-189,resistir-246","","",Rosario-28,"narco,violencia"
1646666055404728320,2023-04-14,Juan Grabois,"""La tetrarquia mafiosa macrista va a terminar como la mayoría automática menemista. A los narcos, fugadores y ladrones de guante blanco los protegen los Cuatro Supremos. ¡Que se vayan todos! No es solo por Cristina, es por Argentina. https://t.co/BN2d7UdxFj""","mafioso-15,mayoría-54,narcos-90,ladrón-110,guante-122","macrista-23,automático-62,menemista-73,blanco-129,solo-197","terminar-37,proteger-140,supremos-160,ir-178",Cristina-206,"",Argentina-223,narco
1645576305532862467,2023-04-10,Juan Grabois,"""No lamentemos como niños quejosos lo que no peleamos como militantes en lucha. Esta es la ""justicia"" del 2x1 a los genocidas y de la mafia macrista; la ""justicia"" del tiro a Cristina, la impunidad de los narcos, los privilegios cortesanos y los negociados empresarios. No va mas. https://t.co/KZTHW6HUVX""","niño-20,militante-59,luchar-73,justicia-92,2x1-106,genocida-116,mafia-134,justicia-154,tirar-168,impunidad-188,narcos-205,privilegio-217,empresario-257","quejoso-26,macrista-140,cortesano-229,negociar-246","lamentar-4,pelear-45,ir-273,https://t.co/kzthw6huvx-281","","","",narco
1639793982870880257,2023-03-26,Juan Grabois,"""Macri miente, genera violencia y no tiene ni una propuesta. No existe la ""gente de Grabois"", hay productores y profesionales del CONICET que obtuvieron autorización para desarrollar en 140ha del Estado abandonadas un proyecto agreocológico modelo. Todo mi apoyo y admiración.1/2""","violencia-22,proponer-50,gente-75,productor-98,profesional-112,autorización-153,proyectar-218,modelar-241,apoyar-257","abandonar-203,agreocológico-227,admiración.1/2-265","generar-15,tener-37,existir-64,obtener-142,desarrollar-171","Macri-1,Grabois-84","","CONICET-130,Estado-196",violencia
1636720794553184258,2023-03-17,Juan Grabois,"""Solidaridad con los luchadores sociales Martín Rodríguez y Lorena Torres injustamente detenidos por el gobierno de Mendoza. Exigimos su inmediata libertad.""","luchador-21,gobernar-104,libertar-147","social-32,detenido-87,inmediato-137",exigimos-125,"Martín Rodríguez-41,Lorena Torres-60","","Mendoza-116,Exigimos-125",detenidos
1633247242709598210,2023-03-07,Juan Grabois,"""Ayer con @aleberco hablaba de cómo pensamos la estrategia para combatir el narcotráfico: por arriba perseguir la ruta del dinero, por abajo crear oportunidades para los pibes y pibas de los barrios y por el medio intervenir la policía de Santa Fe que es parte central del delito. https://t.co/jMk6D3wNZE""","estrategia-48,narcotráfico-76,ruta-114,dinero-123,oportunidad-147,pibes-170,pibas-178,barrio-191,mediar-208,policía-228,partir-255,delito-273",central-261,"pensar-36,combatir-64,perseguir-101,crear-141,intervenir-214,https://t.co/jmk6d3wnze-281","","",Santa Fe-239,"narco,policía"
1633247238876020746,2023-03-07,Juan Grabois,"""La gente no quiere transas en los barrios. Las obras deben hacerse, y la narco-estructura con la policía santafesina a la cabeza debe desarticularse. Lo peor es parlotear y no hacer nada, como los ""mano dura"", que son casi todos narcos y matan soldaditos sin resolver el problema.""","gente-4,transas-20,barrio-35,obrar-48,narco-estructura-74,policía-98,cabeza-123,manir-199,narcos-230,soldaditos-245,problema-272","santafesino-106,peor-154,duro-204","querer-13,deber-54,hacerse-60,desarticularse-135,parlotear-162,hacer-177,ser-215,resolver-260","","","","narco,policía"
1633247237194100738,2023-03-07,Juan Grabois,"""Celebro la reacción del gobierno frente a la penetración narco y la firmeza de Taiana en no permitir la utilización de las FFAA en tareas de seguridad sino aplicar sus capacidades técnicas a la urbanización. Lo que no puede suceder es que sea un simulacro.""","reacción-12,gobernar-25,penetración-46,firmeza-69,utilización-105,tarea-132,seguridad-142,capacidad-169,urbanización-195,simulacro-247",técnico-181,"celebro-1,permitir-93,aplicar-157,suceder-225,ser-240","","Taiana-80,FFAA-124","",narco
1628568380889333762,2023-02-23,Juan Grabois,"""@PatoBullrich Señora usted era ministra de trabajo de... De la Rúa, un oximoron. Le haría realmente bien un poco de terapia, a ver si resuelve esa obsesión por la violencia que habiendo pasado por todos los bandos la sigue dominando.""","ministro-32,trabajar-44,terapia-117,obsesión-148,violencia-164,bando-208","","ser-28,hacer-85,ver-128,resolver-135,pasar-187,dominar-224","","",De la Rúa-58,violencia
1626310448764301312,2023-02-16,Juan Grabois,"""Los invitamos a la charla que vamos a realizar con @Kicillofok  a partir del libro “Los Peores”. La idea es debatir mitos, realidades y proyecciones sobre trabajo, pobreza, violencia social, vivienda, alimentos, territorio, crisis ambiental y otros desafíos de nuestra generación. https://t.co/v30Ol3myoR""","charlar-20,librar-78,ideo-101,mito-117,realidad-124,proyección-137,trabajar-156,pobreza-165,violencia-174,vivienda-192,alimento-202,territorio-213,crisis-225,desafío-250,generación-270,https://t.co/v30ol3myor-282","social-184,ambiental-232","invitar-5,realizar-39,debatir-109","","","",violencia
1626040333044707328,2023-02-16,Juan Grabois,"""@diegokravetz Vos no combatis el narcotrafico, vos cobras del narcotrafico en efectivo y en especias. No proyectes, empezaste militando pobre y ahora sos rico; mi trayecto fue al reves... te va a ir bien porque sos un trepador pero esa oscuridad la vas a cargar toda tu triste vida de represor.""","narcotrafico-34,narcotrafico-63,especia-93,trayecto-164,trepador-219,oscuridad-237,vida-278,represor-286","cobrar-52,efectivo-79,pobre-137,rico-155,triste-271","proyectar-106,empezar-117,militar-127,ir-197,sos-212,cargar-256","","","",narco
1626000408811384834,2023-02-15,Juan Grabois,"""¿Cómo es esto? Además de diputado tenes que ser blanco y rico para que se respete la Constitución? Con todos los corruptos y criminales de la politica justo a Nati? Le pegaron, la humillaron, media hora en un patrullero, van tres horas en la narcocomisaria mas transa de lanus. https://t.co/4rleZVG0ur""","diputar-26,tenes-35,corrupto-114,criminal-126,politica-143,hora-199,patrullero-210,hora-231,narcocomisaria-243,lanus-272","blanco-49,rico-58","ser-45,respetar-75,pegar-169,humillar-181","","","","criminal,narco"
1608929380620988417,2022-12-30,Juan Grabois,"""¿La bala la vas a tirar vos o tu amigo narco que te lleva en avión? Porque en la ley, pena de muerte no tenemos. Si sos tan pistolero, bancate las consecuencias de lo que dijiste y no arrugues a la primera denuncia. https://t.co/AE7aBMOFhR""","balar-5,tú-25,amigar-34,avión-62,ley-82,penar-87,muerte-95,consecuencia-148,denunciar-207","narco-40,pistolero-125,primero-199,https://t.co/ae7abmofhr-217","tirar-19,llevar-53,tener-105,sos-117,bancate-136,decir-172,arrugar-185",https://t.co/AE7aBMOFhR-217,"","",narco
1608501621452947458,2022-12-29,Juan Grabois,"""Perejil y aspersores, cárcel o bala, blabla... lo cierto es que la patota durmió, después no le dio la nafta para sacarnos, le clavamos la bandera Argentina en el lago, salimos por la puerta grande. Todavia están moqueando. El poder real no es invulnerable. https://t.co/NfT8QIb6HL""","aspersor-11,cárcel-23,balar-32,blabla-38,bandera-140,lago-164,puerta-185,poder-228","cierto-51,grande-192,real-234,invulnerable-245,https://t.co/nft8qib6hl-259","dormir-75,dar-97,sacarnos-115,clavar-128,salir-170,estar-208,moquear-214","","","Perejil-1,bandera Argentina-140,Todavia-200",cárcel
1608191934551433216,2022-12-28,Juan Grabois,"""#NoEnNuestroNombre\nEl magnate Joe Lewis, terrateniente de la patagonia y hospitalario con jueces y politicos y empresarios de Clarín, ahora quiere banalizar la “violencia de género” a través de su gerenta de RRPP para denunciar a militantes populares que ingresaron pacíficamente""","#-1,magnate-24,terrateniente-43,hospitalario-75,juez-92,empresario-113,violencia-163,género-176,gerenta-199,rrpp-210,militante-232","politicos-101,popular-243","querer-142,banalizar-149,denunciar-220,ingresar-257",Joe Lewis-32,Clarín-128,"",violencia
1597352225919361024,2022-11-28,Juan Grabois,"""En la política y en los barrios ni armas ni narcos https://t.co/T0x22uvw34""","político-7,barrio-25,armar-36,narcos-45","",https://t.co/t0x22uvw34-52,"","","",narco
1592325178390110208,2022-11-15,Juan Grabois,"""Fiscales, jueces, medios subsidiados, funcionarios jodidos y demás: a los que tenemos la conciencia tranquila, no nos van a disciplinar; antes de dar de baja a una sola persona, por favor verifiquen, xq sacarle lo poquito que tiene al que pasa necesidad es un crimen moral. 8/11""","juez-11,medio-19,funcionario-39,concienciar-90,bajo-154,personar-170,necesidad-245,crimen-261,8/11-275","subsidiar-26,joder-52,tranquilo-101,solo-165,poquito-215,moral-268","tener-79,ir-119,disciplinar-125,dar-147,verificar-189,sacarle-204,tener-227,paso-240","","","",crimen
1573495914534166528,2022-09-24,Juan Grabois,"""A la gente común le niegan el servicio de justicia: las víctimas del delito indefensas, los presos deshumanizados, la violencia generalizada, los juicios arreglados. Así no habrá garantías para la propiedad, la libertad y la vida de nadie. Eso es inseguridad jurídica.""","gente-6,servicio-31,justicia-43,víctima-57,delito-70,preso-93,violencia-119,juicio-147,garantir-180,propiedad-198,libertar-212,vida-226,inseguridad-248","común-12,indefenso-77,deshumanizar-100,generalizar-129,arreglar-155,jurídico-260",haber-174,"","","","inseguridad,violencia"
1565510991164719107,2022-09-02,Juan Grabois,"""La protegió Dios. La policía no.\nAhora nos toca a nosotros cuidarla.""",policía-22,no.\nahora-30,"proteger-4,tocar-45,cuidarla-61","","","",policía
1564420473559056385,2022-08-30,Juan Grabois,"""No tengo contratos con ningún gobierno. No robo. No le saco nada a nadie. Trabajo en la UBA, escribo en un diario y vendo libros. Los que quieren proyectar su oscuridad y corrupción en otros al menos gástense en inventar algo parecido a una prueba.""","contrato-10,gobernar-31,robar-44,diario-108,libro-123,oscuridad-160,corrupción-172,probar-242","gástense-201,parecer-227","tener-4,sacar-56,trabajo-75,escribir-94,vender-117,proyectar-147,inventar-213","","","",robo
1561824345282023424,2022-08-22,Juan Grabois,"""12 años... un año de prisión por cada año de gobierno. No es una coincidencia numérica sino una amenaza mafiosa del poder real. Y la amenaza no está dirigida a CFK, sino a todos los demás, para que nadie se les anime nunca más.""","año-4,año-15,prisión-22,año-39,gobernar-46,coincidencia-66,amenazar-97,poder-117,amenazar-134","numérico-79,mafioso-105,real-123,dirigir-150",animar-212,CFK-161,"","",prisión
1555744435484463107,2022-08-06,Juan Grabois,"""Lo detuvieron al grito de ""policía"", lo encapucharon, lo maniataron, lo subieron a un auto, lo encerraron en un cuarto y a las 19hs lo liberaron en el mismo lugar del que había sido chupado. No le robaron sus pertenencias, pero sí le sacaron el chip del celular.""","policía-28,auto-87,cuartar-113,19hs-128,lugar-158,pertenencia-210,chip-246,celular-255","","detener-4,encapuchar-41,maniatar-58,subir-73,encerrar-96,liberar-136,haber-172,ser-178,chupar-183,robar-198,sacar-235","","","","robar,policía"
1553146532957913093,2022-07-29,Juan Grabois,"""A los medios que se interesaron por mi discusión con una funcionaria sobre la ruta 34 en Salta les pido la mínima humanidad de darle cobertura a los niños wichí Lorenzo, Josefina y Clarisa asesinados por el abandono estatal. Van más de 80 infanticidios. El hambre es un crimen. https://t.co/VOldvAmM9w""","medio-7,discusión-40,funcionario-58,ruta-79,humanidad-115,cobertura-134,niño-150,abandonar-208,infanticidio-240,hambre-258,crimen-271","mínimo-108,asesinar-190,estatal-217,https://t.co/voldvamm9w-279","interesar-21,pedir-100,darle-128","Lorenzo-162,Josefina-171,Clarisa-182,Van-226","",Salta-90,crimen
1551558093095460865,2022-07-25,Juan Grabois,"""Ayer detuvieron al mulo de Luis Miguel Etchevehere con una camioneta llena de droga. Hace dos años denunciamos desde el Proyecto Artigas la estructura narcosojera cambiemita en Entre Ríos y el pacto de poder que la protege. La justicia tarda pero llega. Volveremos. https://t.co/VsypGpxkGn""","mulo-20,camioneta-60,drogar-79,año-95,estructurar-141,pactar-194,poder-203,proteger-216,justicia-228","lleno-70,narcosojera-152,cambiemita-164,https://t.co/vsypgpxkgn-267","detener-6,denunciar-100,tardo-237,llegar-248,volveremos-255",Luis Miguel Etchevehere-28,"",Entre Ríos-178,narco
1545791762333159426,2022-07-09,Juan Grabois,"""Los jueces del lawfare con sus allanamientos, el FMI con sus condicionamientos, las patotas PRO con sus amedrentamientos y los funcionarios sin argumentos; cuánta violencia impune, cuánta negligencia gratuita, contra los que pedimos una gota de justicia social. https://t.co/Q1hdQBKqoC""","juez-5,allanamiento-32,condicionamiento-62,patotas-85,amedrentamiento-105,funcionario-128,argumento-145,violencia-164,negligencia-189,gota-238,justicia-246","impune-174,gratuito-201,social-255",pedir-226,"","FMI-50,PRO-93","",violencia
1544365116275163139,2022-07-05,Juan Grabois,"""Lo mínimo indispensable:\nSalario Básico Universal para las y los trabajadores no registrados\nAumento para empleados públicos y privados de bajos ingresos\nAumento para jubilados\nTodo por decreto. Es recuperar un poquito de lo que nos robaron. Ya hablamos mucho. Es hora de actuar. https://t.co/LudS7QL7Nf""","indispensable:\nsalario-11,trabajador-67,registrados\naumento-83,emplear-109,decretar-191,poquito-216,hora-269","mínimo-4,público-119,privar-130,bajo-142","recuperar-203,robar-238,hablar-250,actuar-277","","","",robar
1539813909808431105,2022-06-23,Juan Grabois,"""Querido @minsaurralde: la tradición intendentil argentina es ejemplo mundial de transparencia, trabajo honrado y lucha contra el clientelismo. Nunca una coima, nunca un puntero, nunca una zona liberada ni un narco. https://t.co/T7gbntTj0F""","tradición-27,ejemplo-62,transparencia-81,trabajar-96,clientelismo-130,coima-154,puntero-170,zona-189,narco-209,https://t.co/t7gbnttj0f-216","querido-1,intendentil-37,argentino-49,mundial-70,honrar-104,liberar-194","@minsaurralde-9,luchar-114",https://t.co/T7gbntTj0F-216,"","",narco
1532037425282879491,2022-06-01,Juan Grabois,"""Berni es una amenaza contra el Estado de Derecho. Un patrullero sin sirenas embiste a un vehículo; la policía dispara a matar a un joven desarmado. El Ministro los apaña. No importa si la víctima es del country o la villa, rugbier o mantero: es un ser humano...y eso gatillo fácil""","amenazar-14,patrullero-54,sirena-69,vehículo-90,policía-103,joven-132,víctima-189,country-204,villa-217,mantero-234,ser-249,gatillo-268","desarmar-138,humanar-253,fácil-276","embestir-77,disparar-111,matar-121,apañar-165,importar-175",Berni-1,"",Estado de Derecho-32,policía
1530339733427130368,2022-05-28,Juan Grabois,"""Berni construye su imagen de tipo duro reprimiendo y amenazando con el aparato de la bonaerense. Pero ¡cómo se escondió en su palacete durante la asonada policial! ¡cómo deja avanzar el narco mientras va a la tv! Típico de represor: duro con los débiles, cobarde con los fuertes.""","imagen-20,tipo-30,aparato-72,palacete-127,asonar-147,narco-187,represor-224","durar-35,bonaerense-86,policial-155,típico-214,durar-234,débil-247,cobarde-256,fuerte-272","construir-7,reprimir-40,amenazar-54,esconder-112,dejar-171,avanzar-176,ir-202",Berni-1,"","",narco
1518767606718734342,2022-04-26,Juan Grabois,"""Diga lo que diga la derecha hipócrita, a los que luchamos todos los días en el subsuelo de la Argentina nos revuelve las tripas que mientras los pibes se nos caen de las manos por el narco y su droga haya esnobs gobernantes que piensen que esto es joda. https://t.co/BaF864ztqu https://t.co/2mynJt6PZg""","derecho-21,día-69,subsuelo-80,tripa-122,pibes-146,mano-171,narco-184,drogar-195,gobernante-213","hipócrita-29,esnob-206,joder-249","diga-1,decir-13,luchar-50,revolver-109,haber-201,pensar-229,https://t.co/baf864ztqu-255,https://t.co/2mynjt6pzg-279",Diga-1,"",la Argentina-92,narco
1514011544253865984,2022-04-12,Juan Grabois,"""La PSA allanó cuevas de la policía porteña porque se comprobó que el gobierno de JxC utilizó ilegalmente datos biométricos del RENAPER para seguir con alguna de sus 80 mil cámaras con capacidad de reconocimiento facial a dirigentes, del presidente y la vicepresidenta para abajo. https://t.co/2XfniwgmwN""","cueva-15,policía-28,gobernar-70,dato-106,renaper-128,cámara-173,capacidad-185,reconocimiento-198,dirigente-222,presidente-238,vicepresidente-254","porteño-36,biométrico-112,facial-213","allanar-8,comprobar-54,utilizar-86,seguir-141,https://t.co/2xfniwgmwn-281","","PSA-4,JxC-82","",policía
1650273558017236992,2023-04-23,Horacio Rodríguez Larreta,"""Estamos viviendo días muy difíciles. En cada familia, la incertidumbre frente al futuro, el aumento de los precios y la inseguridad han generado un sentimiento enorme de angustia y frustración. ¿Cuánto más vamos a seguir sufriendo? Sé cómo estás y cómo te sentís. Está todo mal.… https://t.co/lbA8e0ILbf https://t.co/7RuQRon8qK""","día-18,familia-46,incertidumbre-58,futuro-82,aumentar-93,precio-108,inseguridad-121,sentimiento-149,angustiar-171,frustración-182,mal-275","difícil-27,enorme-161","vivir-9,haber-133,generar-137,seguir-215,sufrir-222,estar-241,sentir-257","","","",inseguridad
1648730355552206849,2023-04-19,Horacio Rodríguez Larreta,"""Toda nuestra gratitud con quienes están en la primera línea de la lucha contra la inseguridad, el compromiso de cuidarlos y apoyarlos siempre y el recuerdo permanente por quienes cayeron en el cumplimiento de su deber.""","gratitud-14,líneo-55,luchar-67,inseguridad-83,compromiso-99,recordar-148,cumplimiento-194,deber-213","primero-47,permanente-157","cuidarlos-113,apoyarlos-125,caer-180","","","",inseguridad
1642938562445295624,2023-04-03,Horacio Rodríguez Larreta,"""Toda mi solidaridad con la familia del chofer asesinado en La Matanza y el agradecimiento a la Policía de la Ciudad por su trabajo, especialmente a los 8 policías heridos. Repudio las agresiones al ministro Berni, estamos en contra de toda violencia, nos merecemos vivir en paz.""","solidaridad-9,familia-28,chofer-40,agradecimiento-76,trabajar-124,policía-155,agresión-185,ministro-199,violencia-241,paz-275","asesinar-47,herir-164","repudio-173,vivir-266","",Policía-96,La Matanza-60,"policía,violencia"
1639237275417468929,2023-03-24,Horacio Rodríguez Larreta,"""Dijimos y seguimos diciendo nunca más a la violencia, nunca más a la eliminación del otro. El NUNCA MÁS fue un aprendizaje y es una esperanza. Fue la última vez que millones de argentinos nos pusimos de acuerdo en algo tan profundo. Muestra lo que podemos conseguir juntos.""","violencia-44,eliminación-70,nunca-95,aprendizaje-112,esperanzar-133,vez-158,millón-166,argentino-178,acordar-204","último-151,profundar-224,junto-267","decir-20,poner-193,muestra-234,conseguir-257","",El NUNCA MÁS-92,"",violencia
1639237271751729155,2023-03-24,Horacio Rodríguez Larreta,"""La desesperación que se siente cuando alguien que amamos no aparece. La impotencia frente a la violencia ejercida por la dictadura. El 24 de marzo es un día para recordar. Para recordar desde dónde empezamos a recorrer estos primeros 40 años continuos en democracia. No fue fácil. https://t.co/N0ekgK7qi0""","desesperación-4,impotencia-73,violencia-96,dictadura-122,día-154,año-238,democracia-256,https://t.co/n0ekgk7qi0-282","ejercer-106,primero-226,continuo-243,fácil-275","sentir-25,amar-51,aparecer-61,recordar-163,recordar-178,recorrer-211","","","",violencia
1638663107990921217,2023-03-22,Horacio Rodríguez Larreta,"""Confío y confié siempre en su inocencia, su hombría de bien y su compromiso con los porteños y con cada uno de los policías, bomberos y agentes a su cargo.""","inocencia-31,hombría-45,compromiso-66,porteño-85,policía-116,bombero-126,agente-137,cargar-150","","confío-1,confiar-10","","","",policía
